SalePrice,id
120129.31638285187,1461
153008.7854064986,1462
181999.667865918,1463
195952.28499780287,1464
197477.8125872035,1465
171222.8437366318,1466
178212.01779580885,1467
161123.61215957563,1468
193898.47881496925,1469
119925.604789806,1470
189952.67847808325,1471
97385.9241690199,1472
96173.51867350194,1473
146413.76269308914,1474
113408.51351352438,1475
363558.8497525451,1476
250762.12819425605,1477
294599.1815289544,1478
299293.44565708295,1479
474977.58803628816,1480
325368.59760204714,1481
210850.56526419768,1482
177057.7207100431,1483
162710.8451215377,1484
191473.7655470587,1485
193107.9617774654,1486
339866.0295461023,1487
238341.33532048418,1488
193749.6082050262,1489
231349.0659469988,1490
195044.07028414906,1491
92756.67611514177,1492
189749.5884392125,1493
299951.3792833911,1494
293285.5911212206,1495
235702.15766154378,1496
179388.32508260966,1497
167787.27829460753,1498
162374.42494971008,1499
152697.77495439677,1500
174507.69277533924,1501
145503.6506212222,1502
290290.22303373506,1503
242519.0337992157,1504
225593.9751779172,1505
188193.22519878796,1506
245834.5514780437,1507
202873.92776776507,1508
163898.0977788804,1509
143480.39546743783,1510
148092.6730057099,1511
175334.35530234524,1512
152363.35065623088,1513
155109.81990672927,1514
197374.40600365406,1515
157898.11081760877,1516
168347.74792537472,1517
132466.496844432,1518
209170.4308041955,1519
127540.30850578842,1520
130083.47515553552,1521
178496.1397739455,1522
110130.51159133477,1523
125686.44701638765,1524
120266.19747097132,1525
113488.37444080893,1526
107566.17450085806,1527
137378.3893469948,1528
149722.56499002723,1529
184338.36270192487,1530
105988.75185360076,1531
98505.57943429326,1532
142816.38267748785,1533
127215.27170736817,1534
147673.90202250797,1535
106379.11563719073,1536
64977.58596862501,1537
147236.9720549623,1538
191933.55837510552,1539
94263.45850341654,1540
138707.10514196922,1541
139649.2498648731,1542
189700.53751999213,1543
85068.0084813381,1544
115257.94054333364,1545
135137.91282301547,1546
127884.20576731049,1547
138708.24355731037,1548
119838.49286651284,1549
135618.0232182609,1550
108884.99981547272,1551
136390.98109602102,1552
148289.80774366978,1553
116891.82272110373,1554
160376.90131114144,1555
85485.17170699117,1556
105780.72011395861,1557
97580.45125685372,1558
63552.76802692338,1559
134335.23100407387,1560
129372.72588983367,1561
130057.34828423729,1562
117918.55506134818,1563
155071.55198099796,1564
150955.3407950722,1565
237772.53074719827,1566
76404.0750295784,1567
230818.44131562498,1568
127780.26853477267,1569
139167.54640386655,1570
123248.06659908112,1571
142090.06900251703,1572
236848.71671764142,1573
118411.1605684901,1574
228294.7333937121,1575
241692.83937702145,1576
182201.7635543572,1577
148720.333350499,1578
144283.67460412002,1579
196843.9280176812,1580
153037.5173431959,1581
125687.59815299789,1582
295888.95713129715,1583
216154.1458681093,1584
136126.5245419615,1585
67143.73313938858,1586
104989.71874882629,1587
151179.16829745087,1588
96656.2164897681,1589
133891.40280903352,1590
92120.86640430184,1591
114189.88906279957,1592
127669.24235410168,1593
123646.9654616617,1594
107500.49085079688,1595
222575.4363111559,1596
193546.93965914875,1597
227982.70331666223,1598
172656.03043455433,1599
162810.36347349512,1600
68670.57817887756,1601
117135.40853671772,1602
71358.15862846232,1603
260213.98917750438,1604
243774.2319576857,1605
168701.8701135877,1606
173316.51157346866,1607
214614.0413639863,1608
185339.24789518586,1609
150446.69880184537,1610
138184.7248064833,1611
170111.59149848693,1612
161412.03068661544,1613
128011.2169227942,1614
93618.25419454864,1615
77864.51966472293,1616
95346.84781026728,1617
124769.08143316275,1618
140093.27093942097,1619
152267.550721141,1620
138619.24058028354,1621
141655.71194439236,1622
261268.10001323366,1623
209360.63951990465,1624
120859.60722550045,1625
170452.59591000917,1626
190582.20893444953,1627
280021.0948513829,1628
184313.18863868696,1629
345037.4836673682,1630
230402.01030487745,1631
244459.26090129744,1632
174440.99603746395,1633
185156.26676201163,1634
176706.7483973536,1635
152578.34298140137,1636
199100.65915828626,1637
181426.71434846788,1638
190515.90016539782,1639
250882.9260563162,1640
183790.8824575022,1641
237825.81060509488,1642
216168.74043171667,1643
232651.6892808583,1644
196243.4430148262,1645
158437.26408653505,1646
162485.12081302618,1647
130092.84903816262,1648
138945.26242839964,1649
114357.95753029823,1650
120810.88854121117,1651
97580.96776036022,1652
99581.91815297703,1653
145872.11302769266,1654
138767.47796651215,1655
140735.73760323366,1656
147519.48764329636,1657
142980.17175416247,1658
119989.18953571953,1659
155445.67532750277,1660
419298.3780886651,1661
409959.9144741667,1662
380156.82259417453,1663
405317.026725237,1664
304524.61387810117,1665
332727.8941430035,1666
378054.06368706364,1667
345331.79980074207,1668
314023.7219150126,1669
355979.7686123752,1670
257720.5061323645,1671
422106.3356117003,1672
290130.6274637994,1673
241744.74271188,1674
191549.84673843437,1675
190618.2945744627,1676
217118.71217511458,1677
438373.2567100819,1678
384877.259328771,1679
328430.46831946785,1680
251804.62614685204,1681
320551.6090298305,1682
180758.20397822734,1683
177031.50592298643,1684
175707.87662411202,1685
167858.36116335524,1686
174089.0974032522,1687
189156.20809774025,1688
196666.04573180436,1689
199987.60520210682,1690
186979.3619911359,1691
270939.6995971978,1692
170797.60703902604,1693
184650.3151745898,1694
169535.5477065146,1695
273139.2216325048,1696
174714.30275650573,1697
356328.72433607455,1698
310821.15047659364,1699
250690.61080841738,1700
275275.67958586925,1701
239339.33293508273,1702
242622.78779001473,1703
274618.46154286165,1704
240254.66339821593,1705
351918.58074919344,1706
213224.02152519714,1707
